,gps_height,closeness_to_waterbody,population,permit,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,construction_age
2134,1082,Far,20,TRUE,per bucket,good,enough,spring,communal standpipe,5
2136,1252,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,12
2138,1178,Near,200,TRUE,annually,good,enough,shallow well,hand pump,11
2139,482,Far,1,FALSE,annually,good,enough,borehole,hand pump,29
2145,2214,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,11
2146,179,Near,360,TRUE,never pay,salty,enough,shallow well,hand pump,5
2148,536,Far,1,FALSE,annually,good,enough,borehole,hand pump,14
2149,1654,Far,57,TRUE,on failure,good,insufficient,spring,communal standpipe,15
2151,15,Near,234,FALSE,per bucket,good,enough,borehole,communal standpipe,27
2152,1493,Far,120,FALSE,monthly,good,enough,river/lake,communal standpipe,29
2153,1729,Far,0,FALSE,annually,good,enough,spring,communal standpipe,10
2154,1966,Far,5,FALSE,annually,good,enough,spring,communal standpipe,7
2155,1611,Far,60,FALSE,on failure,good,enough,borehole,hand pump,4
2156,1923,Far,50,TRUE,annually,good,enough,spring,communal standpipe,6
2162,1232,Near,500,TRUE,monthly,good,enough,spring,communal standpipe,10
2167,1192,Near,1500,TRUE,never pay,good,insufficient,river/lake,communal standpipe,3
2168,959,Far,130,TRUE,never pay,good,insufficient,spring,communal standpipe,41
2169,2036,Far,450,FALSE,never pay,good,enough,shallow well,hand pump,22
2172,1546,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,4
2174,625,Far,180,TRUE,never pay,good,insufficient,spring,communal standpipe,8
2175,2188,Far,0,FALSE,on failure,good,enough,spring,communal standpipe,39
2177,292,Far,300,TRUE,never pay,good,insufficient,borehole,communal standpipe,28
2178,1447,Near,360,TRUE,monthly,good,insufficient,river/lake,communal standpipe,22
2179,1208,Far,500,TRUE,per bucket,good,enough,borehole,hand pump,1
2183,1716,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,6
2184,1197,Near,1500,TRUE,never pay,good,insufficient,river/lake,communal standpipe,35
2185,2075,Far,170,FALSE,on failure,good,enough,spring,communal standpipe,3
2187,241,Near,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
2188,1666,Far,80,FALSE,monthly,good,enough,spring,communal standpipe,7
2191,269,Far,210,TRUE,monthly,good,insufficient,river/lake,communal standpipe,18
2192,845,Near,1530,TRUE,per bucket,good,seasonal,river/lake,communal standpipe,43
2193,51,Near,1,FALSE,per bucket,good,enough,borehole,communal standpipe,3
2194,17,Near,140,FALSE,never pay,good,enough,borehole,communal standpipe,3
2196,1015,Far,0,TRUE,on failure,good,dry,river/lake,communal standpipe,35
2198,1491,Far,58,TRUE,on failure,good,enough,river/lake,communal standpipe,35
2207,1152,Far,100,TRUE,per bucket,good,enough,spring,communal standpipe,14
2211,1203,Far,350,TRUE,on failure,salty,insufficient,borehole,hand pump,28
2214,-42,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,7
2215,729,Far,1,TRUE,never pay,good,dry,spring,communal standpipe,2
2216,305,Far,90,TRUE,on failure,good,enough,river/lake,communal standpipe,2
2217,831,Near,360,TRUE,monthly,good,enough,river/lake,communal standpipe,4
2219,292,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
2220,1556,Near,176,TRUE,per bucket,good,enough,borehole,communal standpipe,7
2221,285,Far,700,TRUE,never pay,good,enough,shallow well,hand pump,17
2222,1973,Far,1,TRUE,annually,good,enough,spring,communal standpipe,6
2226,14,Near,150,FALSE,per bucket,good,enough,borehole,communal standpipe,3
2233,1621,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,15
2235,3,Near,500,TRUE,never pay,good,enough,river/lake,communal standpipe,3
2236,645,Far,100,TRUE,monthly,good,insufficient,spring,communal standpipe,8
2237,966,Near,500,TRUE,monthly,good,enough,river/lake,communal standpipe,5
2238,1636,Far,80,FALSE,monthly,good,enough,spring,communal standpipe,7
2243,57,Near,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
2244,276,Far,120,TRUE,on failure,salty,insufficient,shallow well,hand pump,9
2247,26,Near,1,TRUE,per bucket,other,enough,borehole,communal standpipe,1
2248,1778,Far,500,FALSE,never pay,good,insufficient,borehole,hand pump,4
2254,1516,Near,1250,FALSE,monthly,good,enough,borehole,hand pump,25
2255,149,Far,240,TRUE,monthly,good,insufficient,shallow well,hand pump,27
2256,55,Near,1,TRUE,never pay,good,insufficient,shallow well,hand pump,4
2257,-18,Near,50,TRUE,monthly,good,enough,river/lake,communal standpipe,23
2258,280,Far,600,TRUE,never pay,good,enough,shallow well,hand pump,28
2259,0,Far,600,TRUE,annually,good,insufficient,shallow well,hand pump,18
2263,1589,Near,203,TRUE,per bucket,good,enough,spring,communal standpipe,1
2265,262,Far,300,TRUE,never pay,good,insufficient,shallow well,hand pump,15
2266,1688,Far,1,TRUE,per bucket,good,enough,spring,communal standpipe,5
2267,1194,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,44
2268,965,Far,250,FALSE,monthly,good,enough,shallow well,hand pump,15
2270,856,Near,300,FALSE,never pay,salty,enough,borehole,communal standpipe,38
2273,0,Far,380,TRUE,per bucket,good,insufficient,borehole,communal standpipe,29
2278,21,Near,100,TRUE,never pay,good,enough,river/lake,communal standpipe,25
2280,13,Near,32,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
2283,1073,Near,50,TRUE,monthly,good,enough,river/lake,communal standpipe,33
2284,980,Near,154,TRUE,never pay,good,enough,river/lake,communal standpipe,11
2287,583,Far,1,TRUE,never pay,good,enough,shallow well,hand pump,42
2290,1665,Far,300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,4
2298,1496,Near,2013,FALSE,per bucket,salty,insufficient,shallow well,hand pump,2
2300,1880,Far,75,TRUE,monthly,good,enough,spring,communal standpipe,4
2301,1436,Far,32,TRUE,annually,good,enough,spring,communal standpipe,4
2304,222,Near,100,FALSE,never pay,good,insufficient,spring,communal standpipe,10
2306,127,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,9
2307,1654,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,38
2309,2116,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,23
2310,1212,Near,400,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
2312,1797,Far,50,TRUE,monthly,good,seasonal,river/lake,communal standpipe,35
2313,487,Near,60,FALSE,never pay,good,enough,spring,communal standpipe,22
2316,338,Far,150,TRUE,never pay,good,enough,borehole,communal standpipe,3
2318,304,Far,250,TRUE,never pay,good,insufficient,shallow well,hand pump,3
2319,273,Far,100,TRUE,never pay,good,insufficient,shallow well,hand pump,3
2320,237,Near,40,TRUE,per bucket,good,enough,river/lake,communal standpipe,5
2328,959,Far,350,TRUE,on failure,good,dry,shallow well,hand pump,8
2329,1442,Near,1600,TRUE,monthly,good,enough,shallow well,hand pump,18
2334,779,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,5
2336,795,Far,1,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
2337,1084,Near,350,FALSE,never pay,good,enough,borehole,communal standpipe,41
2340,0,Near,300,TRUE,per bucket,salty,enough,shallow well,hand pump,6
2344,1689,Near,253,TRUE,monthly,good,insufficient,spring,communal standpipe,1
2347,269,Near,600,FALSE,never pay,other,insufficient,borehole,communal standpipe,14
2349,288,Far,1000,TRUE,never pay,good,enough,shallow well,hand pump,27
2350,2151,Far,125,TRUE,annually,good,enough,spring,communal standpipe,13
2354,2,Near,200,FALSE,never pay,salty,enough,borehole,communal standpipe,40
2355,1479,Near,204,TRUE,never pay,good,insufficient,borehole,hand pump,24
2360,1200,Near,300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,39
2363,1608,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,24
2365,229,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
2367,1366,Near,1,TRUE,never pay,good,insufficient,borehole,communal standpipe,9
2370,90,Near,213,FALSE,per bucket,good,insufficient,river/lake,communal standpipe,3
2371,1388,Far,650,TRUE,monthly,good,enough,river/lake,communal standpipe,35
2372,787,Far,750,TRUE,annually,good,seasonal,shallow well,hand pump,30
2373,744,Far,120,TRUE,monthly,good,enough,river/lake,communal standpipe,2
2374,1732,Near,135,TRUE,never pay,good,enough,borehole,communal standpipe,7
2375,383,Near,405,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,6
2376,2064,Far,25,FALSE,never pay,good,enough,river/lake,communal standpipe,10
2377,298,Far,600,TRUE,never pay,good,insufficient,shallow well,hand pump,17
2379,531,Near,150,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,27
2384,340,Near,236,TRUE,never pay,salty,enough,shallow well,hand pump,28
2388,1557,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,15
2389,1045,Far,532,TRUE,never pay,good,insufficient,spring,communal standpipe,5
2391,1169,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,11
2394,81,Near,1,TRUE,per bucket,good,dry,river/lake,communal standpipe,3
2404,189,Near,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
2405,0,Far,500,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,29
2411,946,Far,10,TRUE,per bucket,good,enough,spring,communal standpipe,5
2413,84,Near,150,FALSE,per bucket,good,enough,borehole,communal standpipe,3
2414,255,Far,210,TRUE,monthly,good,insufficient,river/lake,communal standpipe,18
2417,1550,Far,210,TRUE,monthly,good,insufficient,spring,communal standpipe,37
2419,0,Near,700,TRUE,per bucket,good,insufficient,shallow well,hand pump,12
2423,1106,Near,200,TRUE,per bucket,good,enough,borehole,communal standpipe,7
2425,1710,Far,59,FALSE,never pay,good,enough,borehole,hand pump,22
2427,479,Far,1,FALSE,annually,good,enough,borehole,hand pump,19
2430,437,Far,150,TRUE,per bucket,good,insufficient,borehole,communal standpipe,15
2432,1783,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,21
2433,330,Far,64,TRUE,monthly,good,enough,river/lake,communal standpipe,34
2434,18,Near,150,FALSE,per bucket,good,enough,borehole,communal standpipe,13
2435,1562,Near,458,TRUE,annually,good,enough,borehole,hand pump,15
2438,-15,Near,30,FALSE,per bucket,good,enough,borehole,communal standpipe,7
2439,1360,Far,153,TRUE,on failure,good,dry,river/lake,communal standpipe,35
2441,338,Far,130,TRUE,never pay,good,enough,river/lake,communal standpipe,2
2442,1920,Far,150,TRUE,never pay,other,insufficient,spring,communal standpipe,16
2444,984,Far,300,FALSE,never pay,good,dry,shallow well,hand pump,6
2449,1080,Near,320,TRUE,monthly,good,enough,river/lake,communal standpipe,13
2450,0,Near,100,TRUE,monthly,good,insufficient,spring,communal standpipe,42
2451,1369,Far,500,FALSE,never pay,good,enough,shallow well,hand pump,7
2452,1290,Near,650,TRUE,monthly,good,enough,river/lake,communal standpipe,6
2453,1503,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,33
2455,2276,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,11
2459,1298,Far,400,TRUE,per bucket,good,seasonal,river/lake,communal standpipe,19
2461,759,Far,4100,FALSE,never pay,other,enough,shallow well,hand pump,4
2462,1658,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,6
2463,1509,Far,150,TRUE,annually,good,insufficient,river/lake,communal standpipe,2
2464,1527,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,14
2465,-47,Near,1,FALSE,never pay,good,insufficient,borehole,hand pump,1
2466,1756,Far,100,TRUE,annually,good,enough,spring,communal standpipe,10
2469,443,Far,60,TRUE,never pay,good,enough,river/lake,communal standpipe,31
2471,931,Far,1000,FALSE,monthly,good,insufficient,shallow well,hand pump,4
2472,887,Far,126,TRUE,never pay,good,enough,spring,communal standpipe,11
2473,1168,Far,350,TRUE,on failure,salty,enough,borehole,hand pump,3
2479,1696,Far,45,TRUE,never pay,good,insufficient,river/lake,communal standpipe,32
2480,1153,Far,50,TRUE,never pay,good,enough,spring,communal standpipe,41
2481,1430,Near,205,TRUE,per bucket,good,enough,borehole,communal standpipe,7
2482,1651,Far,1,FALSE,never pay,good,enough,borehole,hand pump,28
2483,1200,Near,1740,FALSE,monthly,good,enough,borehole,hand pump,3
2485,1330,Far,60,FALSE,monthly,good,insufficient,spring,communal standpipe,41
2486,290,Near,2300,FALSE,per bucket,salty,insufficient,shallow well,hand pump,3
2487,0,Far,749,FALSE,per bucket,salty,insufficient,borehole,communal standpipe,7
2496,781,Far,250,FALSE,never pay,good,insufficient,spring,communal standpipe,1
2498,2130,Far,20,FALSE,annually,good,enough,spring,communal standpipe,9
2501,885,Far,2500,TRUE,per bucket,good,enough,spring,communal standpipe,14
2503,1103,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,5
2504,830,Far,350,TRUE,per bucket,good,insufficient,borehole,communal standpipe,4
2507,938,Far,1,TRUE,annually,good,enough,spring,communal standpipe,12
2508,387,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,41
2514,238,Near,1,TRUE,never pay,good,insufficient,shallow well,hand pump,5
2516,493,Far,36,TRUE,monthly,good,enough,spring,communal standpipe,21
2518,1236,Near,1,TRUE,never pay,good,insufficient,river/lake,communal standpipe,39
2519,1260,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,13
2520,2100,Far,25,FALSE,never pay,good,enough,shallow well,hand pump,19
2522,1477,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,12
2523,341,Far,260,TRUE,monthly,good,enough,river/lake,communal standpipe,18
2524,304,Near,1850,TRUE,per bucket,salty,enough,borehole,communal standpipe,6
2525,844,Far,250,TRUE,never pay,good,enough,river/lake,communal standpipe,31
2526,1207,Near,802,TRUE,monthly,good,enough,shallow well,hand pump,20
2527,303,Near,270,FALSE,per bucket,other,dry,borehole,communal standpipe,34
2528,1152,Near,1400,FALSE,on failure,good,enough,shallow well,hand pump,17
2531,285,Far,400,TRUE,on failure,good,insufficient,shallow well,hand pump,19
2532,1462,Near,595,TRUE,annually,good,enough,borehole,hand pump,7
2533,358,Near,150,TRUE,per bucket,good,enough,river/lake,communal standpipe,9
2534,-11,Near,12,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
2535,110,Near,20,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,3
2541,1392,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,6
2542,1573,Far,30,FALSE,on failure,good,enough,borehole,hand pump,4
2546,1258,Far,1,TRUE,annually,good,enough,spring,communal standpipe,29
2548,146,Near,217,FALSE,never pay,good,dry,river/lake,communal standpipe,23
2549,1268,Near,240,TRUE,never pay,good,enough,river/lake,communal standpipe,4
2550,51,Near,120,FALSE,per bucket,other,enough,borehole,communal standpipe,13
2551,1467,Far,120,FALSE,monthly,good,enough,borehole,hand pump,3
2555,308,Far,300,TRUE,monthly,good,enough,shallow well,hand pump,19
2557,308,Near,560,TRUE,never pay,good,enough,borehole,communal standpipe,15
2559,1515,Far,150,TRUE,monthly,good,insufficient,spring,communal standpipe,18
2560,1018,Far,0,TRUE,per bucket,good,dry,river/lake,communal standpipe,4
2562,907,Far,150,TRUE,annually,good,enough,spring,communal standpipe,2
2563,865,Far,90,FALSE,monthly,good,enough,spring,communal standpipe,21
2565,2172,Far,23,TRUE,never pay,good,enough,spring,communal standpipe,5
2569,251,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
2571,1979,Far,0,TRUE,annually,good,enough,borehole,hand pump,31
2575,1272,Near,300,FALSE,per bucket,good,insufficient,borehole,communal standpipe,2
2578,2116,Far,0,FALSE,on failure,good,enough,spring,communal standpipe,39
2581,1290,Far,52,TRUE,annually,good,enough,river/lake,communal standpipe,27
2586,527,Near,500,TRUE,per bucket,good,enough,river/lake,communal standpipe,33
2589,390,Near,1,TRUE,never pay,good,dry,spring,communal standpipe,32
2590,1907,Far,0,FALSE,never pay,good,enough,shallow well,hand pump,13
2591,996,Near,365,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,29
2592,1169,Near,450,TRUE,never pay,good,insufficient,shallow well,hand pump,23
2593,1177,Far,50,TRUE,never pay,good,enough,spring,communal standpipe,13
2597,130,Near,168,FALSE,per bucket,good,insufficient,shallow well,hand pump,11
2599,1562,Near,215,TRUE,never pay,good,enough,borehole,hand pump,15
2602,1683,Far,50,FALSE,monthly,good,enough,spring,communal standpipe,7
2603,795,Far,180,TRUE,monthly,good,insufficient,river/lake,communal standpipe,23
2605,1254,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,9
2607,0,Near,1009,FALSE,never pay,good,enough,shallow well,hand pump,21
2609,1203,Far,850,TRUE,monthly,salty,enough,shallow well,hand pump,2
2611,367,Near,239,TRUE,never pay,salty,enough,shallow well,hand pump,28
2612,419,Near,560,FALSE,per bucket,good,insufficient,borehole,communal standpipe,1
2613,1473,Far,97,TRUE,monthly,good,enough,river/lake,communal standpipe,35
2618,319,Near,1,FALSE,never pay,good,dry,spring,communal standpipe,14
2620,963,Near,258,TRUE,per bucket,good,enough,shallow well,hand pump,16
2622,459,Far,300,TRUE,never pay,good,enough,shallow well,hand pump,3
2626,1672,Far,70,FALSE,monthly,good,insufficient,spring,communal standpipe,9
2627,7,Near,2698,FALSE,per bucket,good,enough,river/lake,communal standpipe,3
2629,1752,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,1
2630,1888,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,15
2633,812,Near,143,TRUE,monthly,good,enough,river/lake,communal standpipe,4
2635,1423,Far,140,TRUE,never pay,good,enough,river/lake,communal standpipe,29
2636,461,Near,1,FALSE,per bucket,good,insufficient,spring,communal standpipe,25
2637,168,Near,1,TRUE,never pay,salty,enough,borehole,hand pump,7
2638,1303,Far,153,TRUE,never pay,good,enough,borehole,hand pump,28
2641,323,Far,100,TRUE,monthly,good,enough,shallow well,hand pump,17
2645,1758,Near,350,TRUE,per bucket,good,insufficient,spring,communal standpipe,2
2646,90,Near,330,FALSE,per bucket,good,enough,shallow well,hand pump,4
