,region
14775,Dar es Salaam
14777,Tanga
14780,Iringa
14781,Ruvuma
14782,Rukwa
14783,Kigoma
14786,Manyara
14790,Tanga
14791,Ruvuma
14793,Manyara
14795,Morogoro
14797,Morogoro
14798,Kilimanjaro
14799,Kilimanjaro
14800,Iringa
14801,Singida
14803,Iringa
14808,Ruvuma
14809,Ruvuma
14810,Iringa
14812,Iringa
14813,Tanga
14816,Tanga
14817,Kigoma
14820,Manyara
14822,Ruvuma
14824,Morogoro
14825,Morogoro
14826,Kilimanjaro
14829,Iringa
14830,Tanga
14835,Arusha
14836,Pwani
14847,Pwani
14848,Kilimanjaro
14852,Iringa
14853,Kigoma
14854,Rukwa
14857,Iringa
14858,Lindi
14866,Kilimanjaro
14870,Singida
14872,Mtwara
14874,Iringa
14877,Tanga
14879,Kigoma
14882,Kigoma
14884,Lindi
14891,Morogoro
14892,Kilimanjaro
14893,Ruvuma
14897,Morogoro
14899,Kigoma
14902,Iringa
14903,Mara
14905,Morogoro
14906,Pwani
14910,Pwani
14913,Pwani
14914,Iringa
14918,Morogoro
14919,Kigoma
14921,Mtwara
14923,Rukwa
14926,Kilimanjaro
14927,Tanga
14928,Ruvuma
14929,Rukwa
14932,Iringa
14934,Rukwa
14935,Arusha
14936,Kilimanjaro
14937,Iringa
14939,Morogoro
14941,Lindi
14942,Pwani
14945,Rukwa
14949,Pwani
14951,Iringa
14952,Morogoro
14954,Shinyanga
14955,Morogoro
14958,Iringa
14961,Iringa
14965,Morogoro
14966,Mtwara
14970,Iringa
14976,Morogoro
14979,Lindi
14980,Morogoro
14981,Iringa
14984,Tanga
14988,Kilimanjaro
14990,Kilimanjaro
14991,Rukwa
14993,Manyara
14996,Tanga
14997,Mtwara
14998,Singida
15001,Mtwara
15002,Mara
15003,Pwani
15005,Tanga
15007,Singida
15008,Rukwa
15009,Rukwa
15012,Arusha
15013,Iringa
15014,Kilimanjaro
15015,Mwanza
15018,Kilimanjaro
15019,Rukwa
15020,Pwani
15021,Kilimanjaro
15024,Mara
15026,Pwani
15027,Kilimanjaro
15028,Kigoma
15029,Singida
15032,Tanga
15033,Kilimanjaro
15034,Singida
15037,Morogoro
15038,Kigoma
15039,Lindi
15040,Morogoro
15041,Kilimanjaro
15042,Ruvuma
15043,Iringa
15044,Rukwa
15045,Arusha
15048,Iringa
15049,Kilimanjaro
15051,Kigoma
15053,Kigoma
15054,Ruvuma
15056,Arusha
15057,Morogoro
15058,Kilimanjaro
15059,Dar es Salaam
15060,Arusha
15063,Iringa
15065,Kilimanjaro
15067,Iringa
15068,Iringa
15070,Iringa
15071,Manyara
15074,Mwanza
15075,Arusha
15077,Lindi
15078,Iringa
15080,Manyara
15081,Morogoro
15083,Kilimanjaro
15088,Pwani
15089,Manyara
15091,Arusha
15092,Morogoro
15094,Rukwa
15098,Pwani
15099,Morogoro
15102,Dar es Salaam
15104,Manyara
15105,Iringa
15107,Ruvuma
15108,Kilimanjaro
15109,Mtwara
15110,Ruvuma
15111,Iringa
15112,Tanga
15114,Kilimanjaro
15117,Pwani
15118,Lindi
15120,Kilimanjaro
15123,Rukwa
15126,Lindi
15130,Tanga
15131,Lindi
15132,Manyara
15133,Kilimanjaro
15134,Iringa
15135,Dar es Salaam
15140,Kilimanjaro
15142,Rukwa
15144,Tanga
15148,Kigoma
15153,Kigoma
15157,Singida
15159,Iringa
15160,Mwanza
15162,Ruvuma
15164,Ruvuma
15168,Morogoro
15169,Iringa
15172,Kigoma
15176,Morogoro
15177,Dar es Salaam
15180,Singida
15182,Manyara
15183,Pwani
15186,Iringa
15187,Singida
15188,Morogoro
15189,Lindi
15190,Arusha
15193,Dar es Salaam
15196,Pwani
15197,Manyara
15199,Morogoro
15200,Dar es Salaam
15201,Mwanza
15203,Morogoro
15205,Mara
15207,Iringa
15208,Lindi
15210,Pwani
15214,Mtwara
15221,Mara
15222,Pwani
15227,Iringa
15230,Iringa
15232,Morogoro
15233,Kigoma
15235,Kilimanjaro
15237,Lindi
15238,Rukwa
15240,Ruvuma
15241,Mtwara
15248,Kilimanjaro
15249,Iringa
15251,Arusha
15252,Manyara
15254,Rukwa
15258,Ruvuma
15263,Tanga
15264,Singida
15269,Iringa
15271,Tanga
15272,Iringa
15273,Iringa
15274,Pwani
15275,Dar es Salaam
15276,Kilimanjaro
15281,Lindi
15284,Ruvuma
15285,Arusha
15286,Morogoro
15287,Kigoma
15288,Mara
15290,Rukwa
15293,Tanga
15296,Rukwa
15297,Iringa
15299,Kilimanjaro
15303,Ruvuma
15305,Kilimanjaro
15306,Pwani
15307,Mtwara
15310,Ruvuma
15314,Mtwara
15316,Lindi
15317,Iringa
15319,Pwani
15325,Morogoro
15329,Tanga
15334,Kilimanjaro
15335,Kilimanjaro
15337,Tanga
15338,Singida
15339,Kilimanjaro
15341,Pwani
15342,Lindi
15344,Singida
15345,Kigoma
15346,Morogoro
15348,Morogoro
15349,Morogoro
15352,Morogoro
15353,Pwani
15354,Tanga
15356,Tanga
15357,Iringa
15359,Mtwara
15360,Morogoro
15362,Iringa
15363,Ruvuma
15367,Iringa
15369,Arusha
15370,Tanga
15373,Kigoma
15374,Morogoro
15376,Morogoro
15379,Iringa
15380,Kigoma
15381,Morogoro
15382,Iringa
15383,Rukwa
15384,Kilimanjaro
15386,Arusha
15388,Iringa
15390,Iringa
15391,Pwani
15393,Ruvuma
15395,Arusha
15396,Ruvuma
15398,Kilimanjaro
15399,Morogoro
15401,Arusha
15402,Iringa
15407,Tanga
15411,Iringa
15413,Morogoro
15417,Kigoma
15418,Iringa
15421,Mtwara
15422,Morogoro
15426,Tanga
15428,Pwani
15429,Ruvuma
15431,Arusha
15432,Kilimanjaro
15434,Iringa
15436,Singida
15437,Manyara
15438,Tanga
15439,Mtwara
15440,Arusha
15441,Tanga
15445,Morogoro
15446,Iringa
15449,Singida
15451,Iringa
15452,Kilimanjaro
15453,Morogoro
15456,Kilimanjaro
15458,Ruvuma
15461,Singida
15462,Iringa
15464,Pwani
15468,Iringa
15470,Iringa
15472,Mtwara
15473,Arusha
15474,Pwani
15475,Ruvuma
15476,Ruvuma
15478,Morogoro
15479,Lindi
15480,Iringa
15481,Singida
15487,Shinyanga
15489,Ruvuma
15494,Manyara
15497,Morogoro
15498,Pwani
15499,Arusha
15500,Morogoro
15504,Kilimanjaro
15505,Morogoro
15507,Mtwara
15509,Pwani
15511,Mtwara
15512,Kilimanjaro
15516,Pwani
15518,Morogoro
15520,Morogoro
15522,Arusha
15525,Manyara
15529,Iringa
15531,Tanga
15535,Mtwara
15537,Mara
15538,Lindi
15539,Morogoro
15541,Kilimanjaro
15543,Kilimanjaro
15551,Pwani
15554,Rukwa
15556,Dar es Salaam
15558,Kigoma
15565,Kilimanjaro
15568,Kilimanjaro
15569,Ruvuma
15570,Pwani
15573,Tanga
15575,Kilimanjaro
15577,Morogoro
15579,Pwani
15581,Mwanza
15583,Kilimanjaro
15584,Morogoro
15585,Pwani
15586,Iringa
15590,Iringa
15592,Mara
15595,Morogoro
15596,Morogoro
15597,Manyara
15601,Kigoma
15602,Dar es Salaam
15607,Iringa
15610,Arusha
15611,Rukwa
15612,Tanga
15614,Tanga
15616,Rukwa
15619,Iringa
15620,Tanga
15621,Tanga
15622,Iringa
15624,Kigoma
15626,Tanga
15629,Ruvuma
15631,Tanga
15632,Iringa
15633,Arusha
15637,Iringa
15639,Kilimanjaro
15640,Iringa
15641,Iringa
15644,Arusha
15645,Iringa
15646,Arusha
15647,Mara
15651,Kilimanjaro
15654,Morogoro
15656,Iringa
15658,Kigoma
15659,Shinyanga
15660,Mtwara
15662,Iringa
15663,Mara
15664,Morogoro
15668,Tanga
15669,Kigoma
15671,Kilimanjaro
15672,Arusha
15673,Iringa
15675,Manyara
15676,Kilimanjaro
15679,Lindi
15680,Iringa
15681,Iringa
15684,Ruvuma
15688,Manyara
15689,Manyara
15690,Morogoro
15693,Dar es Salaam
15698,Rukwa
15700,Arusha
15701,Iringa
15705,Mara
15710,Iringa
15718,Ruvuma
15719,Iringa
15720,Singida
15722,Kilimanjaro
15724,Rukwa
15726,Arusha
15727,Kilimanjaro
15728,Morogoro
15729,Morogoro
15732,Iringa
15735,Mtwara
15736,Pwani
15739,Iringa
15742,Manyara
15743,Manyara
15744,Morogoro
15747,Iringa
15751,Rukwa
15756,Mwanza
15759,Tanga
15760,Kilimanjaro
15761,Arusha
15765,Iringa
15766,Arusha
15770,Tanga
15772,Kilimanjaro
15775,Iringa
15776,Iringa
15778,Iringa
15780,Ruvuma
15783,Manyara
15791,Lindi
15792,Kilimanjaro
15800,Rukwa
15802,Arusha
15803,Mtwara
15804,Ruvuma
15805,Tanga
15806,Morogoro
15808,Mtwara
15809,Iringa
15810,Kigoma
15819,Iringa
15820,Kigoma
15821,Kilimanjaro
15823,Lindi
15826,Morogoro
15827,Kilimanjaro
15829,Shinyanga
15834,Morogoro
15838,Tanga
15840,Pwani
15841,Kilimanjaro
15842,Tanga
15843,Kilimanjaro
15844,Rukwa
15847,Pwani
15849,Iringa
15850,Pwani
15853,Iringa
15855,Iringa
15858,Rukwa
15859,Ruvuma
15861,Iringa
15864,Mwanza
15865,Ruvuma
15868,Mtwara
15869,Iringa
15870,Manyara
15872,Pwani
15876,Mtwara
15877,Morogoro
15878,Arusha
15883,Morogoro
15885,Lindi
15888,Iringa
15889,Iringa
15891,Singida
15893,Mara
15895,Ruvuma
15898,Pwani
15905,Rukwa
15907,Tanga
15911,Iringa
15913,Arusha
15915,Morogoro
15916,Arusha
15917,Morogoro
15921,Morogoro
15922,Pwani
15923,Mwanza
15925,Ruvuma
15927,Morogoro
15929,Kilimanjaro
15930,Tanga
15932,Singida
15936,Iringa
15937,Kilimanjaro
15944,Iringa
15946,Iringa
15947,Singida
15950,Shinyanga
15953,Iringa
15954,Ruvuma
15955,Rukwa
15956,Mara
15957,Lindi
15958,Singida
15961,Kilimanjaro
15963,Manyara
15964,Mara
15965,Arusha
15966,Iringa
15967,Morogoro
15971,Iringa
15972,Mtwara
15974,Kilimanjaro
15976,Mtwara
15979,Pwani
15982,Iringa
15983,Iringa
15986,Dar es Salaam
15988,Morogoro
15989,Dar es Salaam
15990,Morogoro
15991,Kigoma
15992,Kilimanjaro
15996,Mtwara
15999,Iringa
16000,Tanga
16001,Iringa
16003,Kigoma
16006,Rukwa
16011,Morogoro
16014,Ruvuma
16015,Ruvuma
16016,Morogoro
16017,Manyara
16018,Tanga
16019,Pwani
16020,Kilimanjaro
16021,Morogoro
16025,Singida
16026,Tanga
16028,Morogoro
16030,Iringa
16032,Lindi
16034,Kigoma
16038,Lindi
16039,Iringa
16040,Iringa
16043,Dar es Salaam
16044,Iringa
16046,Pwani
16047,Pwani
16049,Mara
16050,Kigoma
16051,Pwani
16053,Iringa
16054,Kigoma
16057,Ruvuma
16060,Kilimanjaro
16069,Morogoro
16071,Tanga
16072,Iringa
16074,Iringa
16075,Morogoro
16078,Ruvuma
16079,Arusha
16080,Morogoro
16081,Tanga
16083,Morogoro
16085,Ruvuma
16086,Kilimanjaro
16087,Iringa
16088,Mtwara
16089,Pwani
16090,Singida
16094,Mara
16097,Iringa
16098,Kilimanjaro
16099,Morogoro
16103,Iringa
16105,Dar es Salaam
16106,Kigoma
16107,Rukwa
16112,Kilimanjaro
16113,Kilimanjaro
16114,Tanga
16115,Iringa
16119,Tanga
16120,Iringa
16122,Iringa
16125,Iringa
16127,Ruvuma
16130,Morogoro
16131,Rukwa
16134,Kilimanjaro
16137,Iringa
16138,Kilimanjaro
16141,Kigoma
16142,Morogoro
16143,Lindi
16152,Morogoro
16153,Arusha
16154,Iringa
16156,Mtwara
16158,Iringa
16159,Pwani
16160,Tanga
16161,Dar es Salaam
16163,Ruvuma
16164,Kilimanjaro
16165,Mara
16167,Tanga
16169,Kilimanjaro
16171,Pwani
16176,Tanga
16178,Morogoro
16179,Iringa
16185,Kigoma
16186,Manyara
16187,Pwani
16189,Ruvuma
16191,Pwani
16193,Pwani
16194,Manyara
16195,Kilimanjaro
16197,Morogoro
16199,Iringa
16200,Mtwara
16204,Iringa
16206,Manyara
16208,Morogoro
16213,Singida
16214,Kilimanjaro
16216,Iringa
16217,Pwani
16218,Iringa
16219,Arusha
16220,Morogoro
16222,Kilimanjaro
16223,Kilimanjaro
16226,Mara
16227,Morogoro
16230,Iringa
16232,Kilimanjaro
16235,Manyara
16236,Kilimanjaro
16237,Tanga
16240,Iringa
16242,Kigoma
16243,Pwani
16244,Singida
16247,Kilimanjaro
16248,Ruvuma
16250,Mtwara
16251,Kilimanjaro
16252,Kilimanjaro
16256,Ruvuma
16257,Morogoro
16258,Tanga
16262,Rukwa
16266,Mwanza
16267,Kilimanjaro
16277,Iringa
16282,Rukwa
16283,Morogoro
16285,Ruvuma
16287,Iringa
16289,Kilimanjaro
16291,Kilimanjaro
16295,Iringa
16296,Morogoro
16303,Iringa
16307,Pwani
16309,Ruvuma
16310,Lindi
16312,Morogoro
16314,Iringa
16315,Iringa
16317,Manyara
16318,Kilimanjaro
16319,Iringa
16320,Iringa
16324,Morogoro
16325,Pwani
16327,Kilimanjaro
16328,Singida
16330,Arusha
16331,Iringa
16332,Kilimanjaro
16333,Arusha
16338,Tanga
16339,Manyara
16341,Iringa
16345,Iringa
16347,Iringa
16349,Pwani
16350,Ruvuma
16351,Arusha
16355,Manyara
16356,Iringa
16359,Morogoro
16360,Kilimanjaro
16361,Iringa
16364,Ruvuma
16365,Iringa
16367,Iringa
16368,Arusha
16369,Kilimanjaro
16375,Rukwa
16376,Ruvuma
16377,Morogoro
16382,Kigoma
16383,Kigoma
16386,Iringa
16388,Pwani
16391,Mara
16392,Iringa
16395,Iringa
16396,Rukwa
16397,Dar es Salaam
16398,Iringa
16403,Kilimanjaro
16404,Iringa
16405,Manyara
16409,Kilimanjaro
16410,Morogoro
16412,Tanga
16413,Singida
16414,Rukwa
16417,Iringa
16418,Kilimanjaro
16419,Morogoro
16423,Manyara
16424,Tanga
16425,Kilimanjaro
16426,Mara
16427,Morogoro
16429,Kilimanjaro
16430,Kilimanjaro
16434,Singida
16435,Lindi
16436,Tanga
16437,Iringa
16440,Rukwa
16441,Kilimanjaro
16442,Ruvuma
16443,Ruvuma
16444,Iringa
16447,Kigoma
16448,Manyara
16449,Morogoro
16450,Iringa
16453,Ruvuma
16454,Tanga
16459,Ruvuma
16461,Kilimanjaro
16462,Kilimanjaro
16465,Pwani
16467,Arusha
16469,Pwani
16471,Iringa
16472,Rukwa
16473,Iringa
16475,Lindi
16478,Iringa
16479,Ruvuma
16485,Ruvuma
16486,Tanga
16487,Kilimanjaro
16489,Mtwara
16492,Kilimanjaro
16496,Arusha
16506,Pwani
16507,Ruvuma
16508,Rukwa
16512,Lindi
16513,Iringa
16517,Kilimanjaro
16518,Iringa
16522,Arusha
16524,Singida
16528,Iringa
16529,Kigoma
16530,Pwani
16531,Kigoma
16534,Kilimanjaro
16537,Arusha
16538,Kigoma
16539,Iringa
16540,Arusha
16541,Singida
16542,Iringa
16545,Iringa
16549,Kigoma
16550,Shinyanga
16553,Ruvuma
16554,Arusha
16556,Rukwa
16557,Lindi
16564,Kilimanjaro
16565,Morogoro
16570,Rukwa
16571,Kilimanjaro
16572,Rukwa
16578,Iringa
16579,Singida
16581,Kigoma
16585,Mtwara
16586,Manyara
16590,Pwani
16591,Kilimanjaro
16592,Tanga
16598,Ruvuma
16599,Pwani
16600,Kilimanjaro
16601,Mwanza
16603,Kigoma
16604,Iringa
16606,Singida
16609,Tanga
16612,Morogoro
16613,Pwani
16614,Kilimanjaro
16618,Morogoro
16621,Singida
16622,Mtwara
16624,Iringa
16625,Morogoro
16628,Iringa
16630,Dar es Salaam
16631,Kilimanjaro
16636,Iringa
16640,Mwanza
16641,Kilimanjaro
16643,Kigoma
16644,Singida
16645,Iringa
16646,Iringa
16652,Morogoro
16659,Iringa
16660,Tanga
16665,Morogoro
16670,Morogoro
16672,Tanga
16674,Manyara
16675,Morogoro
16676,Mwanza
16677,Kigoma
16680,Manyara
16684,Kilimanjaro
16686,Morogoro
16689,Tanga
16692,Ruvuma
16693,Kilimanjaro
16694,Pwani
16695,Iringa
16700,Mtwara
16702,Pwani
16704,Tanga
16705,Tanga
16706,Iringa
16707,Iringa
16708,Tanga
16713,Kigoma
16715,Arusha
16717,Pwani
16719,Arusha
16720,Manyara
16721,Tanga
16722,Kigoma
16725,Mtwara
16726,Iringa
16728,Iringa
16733,Iringa
16734,Tanga
16739,Iringa
16740,Kigoma
16743,Kilimanjaro
16745,Kilimanjaro
16747,Rukwa
16748,Iringa
16749,Mtwara
16754,Iringa
16755,Iringa
16757,Morogoro
16759,Iringa
16760,Iringa
16764,Kigoma
16765,Dar es Salaam
16768,Pwani
16769,Singida
16770,Morogoro
16771,Rukwa
16772,Tanga
16774,Lindi
16775,Kilimanjaro
16776,Lindi
16778,Iringa
16779,Pwani
16781,Iringa
16782,Morogoro
16783,Pwani
16784,Arusha
16786,Iringa
16787,Rukwa
16790,Morogoro
16794,Manyara
16795,Pwani
16796,Dar es Salaam
16797,Morogoro
16798,Morogoro
16799,Mara
16804,Kilimanjaro
16806,Morogoro
16807,Lindi
16808,Iringa
16809,Kigoma
16810,Manyara
16811,Kigoma
16814,Rukwa
16822,Morogoro
16824,Singida
16825,Pwani
16827,Tanga
16829,Iringa
16830,Iringa
16831,Arusha
16832,Ruvuma
16833,Arusha
16836,Kilimanjaro
16837,Kilimanjaro
16839,Iringa
16840,Pwani
16843,Morogoro
16845,Pwani
16846,Iringa
16850,Tanga
16851,Rukwa
16852,Kilimanjaro
16854,Kilimanjaro
16856,Singida
16858,Rukwa
16859,Tanga
16860,Iringa
16861,Kigoma
16866,Kilimanjaro
16867,Kilimanjaro
16871,Tanga
16872,Rukwa
16873,Lindi
16874,Iringa
16876,Kilimanjaro
16878,Iringa
16880,Morogoro
16881,Iringa
16886,Tanga
16887,Pwani
16895,Morogoro
16901,Mtwara
16902,Kigoma
16903,Iringa
16906,Morogoro
16910,Morogoro
16911,Pwani
16912,Kilimanjaro
16914,Kilimanjaro
16917,Iringa
16918,Kilimanjaro
16921,Dar es Salaam
16922,Iringa
16923,Mtwara
16925,Morogoro
16929,Tanga
16930,Morogoro
16932,Manyara
16934,Rukwa
16935,Morogoro
16936,Tanga
16938,Morogoro
16939,Kilimanjaro
16942,Morogoro
16946,Manyara
16947,Arusha
16949,Mtwara
16956,Mara
16957,Tanga
16960,Morogoro
16961,Kilimanjaro
16968,Kigoma
16969,Ruvuma
16973,Kilimanjaro
16974,Arusha
16976,Iringa
16978,Dar es Salaam
16979,Rukwa
16983,Mtwara
16985,Mtwara
16987,Iringa
16989,Tanga
16990,Pwani
16992,Morogoro
16994,Tanga
16995,Mtwara
16996,Singida
16998,Morogoro
17000,Iringa
17004,Ruvuma
17006,Singida
17012,Tanga
17017,Ruvuma
17018,Rukwa
17019,Manyara
17022,Morogoro
17023,Dar es Salaam
17025,Ruvuma
17032,Tanga
17033,Kigoma
17034,Rukwa
17039,Mara
17040,Manyara
17041,Iringa
17044,Kilimanjaro
17046,Arusha
17051,Iringa
17060,Morogoro
17061,Pwani
17063,Pwani
17066,Kilimanjaro
17070,Iringa
17071,Rukwa
17072,Pwani
17080,Ruvuma
17082,Rukwa
17087,Pwani
17088,Iringa
17092,Morogoro
17093,Arusha
17095,Manyara
17096,Dar es Salaam
17098,Mtwara
17105,Iringa
17106,Lindi
17110,Morogoro
17111,Morogoro
17112,Morogoro
17115,Tanga
17116,Dar es Salaam
17119,Ruvuma
17122,Ruvuma
17124,Ruvuma
17125,Lindi
17128,Morogoro
17130,Pwani
17131,Iringa
17132,Arusha
17134,Iringa
17135,Kigoma
17137,Iringa
17139,Kigoma
17141,Kilimanjaro
17142,Morogoro
17143,Rukwa
17144,Singida
17145,Lindi
17148,Manyara
17150,Singida
17156,Tanga
17160,Arusha
17161,Tanga
17163,Dar es Salaam
17165,Kilimanjaro
17166,Manyara
17167,Singida
17172,Morogoro
17174,Kilimanjaro
17176,Morogoro
17178,Morogoro
17180,Mtwara
17182,Morogoro
17183,Kigoma
17184,Kilimanjaro
17185,Pwani
17187,Mara
17188,Tanga
17190,Singida
17192,Rukwa
17195,Dar es Salaam
17197,Morogoro
17198,Kilimanjaro
17202,Ruvuma
17204,Manyara
17207,Mara
17209,Kilimanjaro
17214,Morogoro
17216,Iringa
17217,Morogoro
17218,Dar es Salaam
17220,Ruvuma
17221,Tanga
17227,Iringa
17228,Morogoro
17229,Kilimanjaro
17230,Tanga
17231,Arusha
17232,Iringa
17233,Kilimanjaro
17234,Iringa
17235,Pwani
17236,Mara
17241,Iringa
17243,Morogoro
17245,Morogoro
17247,Morogoro
17248,Mara
17249,Pwani
17250,Kigoma
17253,Iringa
17257,Morogoro
17258,Ruvuma
17259,Tanga
17263,Manyara
17264,Kigoma
17269,Dar es Salaam
17270,Kilimanjaro
17271,Iringa
17272,Tanga
17274,Dar es Salaam
17280,Kilimanjaro
17283,Arusha
17284,Morogoro
17285,Manyara
17286,Morogoro
17287,Tanga
17290,Morogoro
17291,Arusha
17292,Iringa
17294,Morogoro
17295,Pwani
17297,Pwani
17300,Mtwara
17301,Mara
17304,Kigoma
17308,Mara
17310,Pwani
17311,Iringa
17312,Pwani
17313,Pwani
17314,Ruvuma
17315,Lindi
17316,Kigoma
17317,Ruvuma
17318,Pwani
17319,Mtwara
17320,Kigoma
17321,Iringa
17328,Singida
17334,Iringa
17337,Pwani
17340,Tanga
17341,Ruvuma
17345,Ruvuma
17347,Tanga
17351,Morogoro
17352,Kilimanjaro
17355,Iringa
17357,Kigoma
17359,Kilimanjaro
17360,Morogoro
17362,Kigoma
17364,Rukwa
17365,Iringa
17367,Kilimanjaro
17368,Dar es Salaam
17369,Singida
17371,Kilimanjaro
17377,Morogoro
17378,Lindi
17381,Kilimanjaro
17382,Morogoro
17384,Manyara
17385,Rukwa
17388,Kilimanjaro
17392,Morogoro
17393,Dar es Salaam
17394,Morogoro
17397,Tanga
17398,Ruvuma
17399,Kilimanjaro
17400,Mtwara
17401,Singida
17407,Ruvuma
17408,Iringa
17410,Ruvuma
17411,Iringa
17414,Singida
17416,Lindi
17417,Shinyanga
17421,Tanga
17423,Iringa
17424,Iringa
17426,Ruvuma
17427,Dar es Salaam
17430,Mtwara
17432,Morogoro
17434,Iringa
17435,Morogoro
17437,Iringa
17438,Arusha
17439,Mara
17442,Morogoro
17444,Morogoro
17446,Singida
17447,Mtwara
17449,Dar es Salaam
17453,Manyara
17455,Mtwara
17456,Lindi
17458,Mara
17460,Rukwa
17461,Kigoma
17464,Ruvuma
17466,Iringa
17467,Lindi
17469,Pwani
17470,Rukwa
17472,Ruvuma
17473,Kilimanjaro
17475,Dar es Salaam
17476,Ruvuma
17477,Iringa
17478,Arusha
17479,Manyara
17480,Singida
17481,Pwani
17482,Kilimanjaro
17484,Rukwa
17487,Arusha
17490,Rukwa
17493,Kilimanjaro
17494,Kigoma
17495,Ruvuma
17497,Mara
17498,Iringa
17499,Kilimanjaro
17503,Mtwara
17504,Morogoro
17505,Morogoro
17507,Arusha
17509,Morogoro
17511,Arusha
17512,Rukwa
17513,Kigoma
17516,Kilimanjaro
17518,Morogoro
17523,Pwani
17526,Ruvuma
17528,Pwani
17535,Rukwa
17536,Ruvuma
17537,Iringa
17541,Iringa
17545,Iringa
17547,Ruvuma
17548,Tanga
17549,Arusha
17551,Iringa
17555,Mara
17558,Kigoma
17562,Kigoma
17565,Arusha
17569,Singida
17570,Iringa
17574,Morogoro
17575,Tanga
17578,Morogoro
17582,Kilimanjaro
17583,Kilimanjaro
17585,Iringa
17587,Kilimanjaro
17589,Ruvuma
17591,Dar es Salaam
17592,Kigoma
17594,Kilimanjaro
17596,Singida
17599,Iringa
17601,Morogoro
17603,Ruvuma
17604,Kilimanjaro
17605,Pwani
17606,Rukwa
17608,Morogoro
17614,Dar es Salaam
17616,Iringa
17617,Arusha
17619,Iringa
17620,Ruvuma
17624,Iringa
17625,Ruvuma
17627,Singida
17629,Iringa
17632,Mwanza
17635,Morogoro
17637,Mtwara
17641,Morogoro
17642,Pwani
17646,Rukwa
17647,Arusha
17649,Pwani
17654,Kigoma
17658,Singida
17661,Singida
17663,Pwani
17664,Arusha
17666,Iringa
17668,Morogoro
17672,Tanga
17674,Pwani
17676,Kilimanjaro
17678,Morogoro
17679,Pwani
17680,Dar es Salaam
17684,Tanga
17685,Iringa
17686,Kigoma
17687,Mtwara
17692,Morogoro
17694,Kigoma
17698,Morogoro
17702,Dar es Salaam
17703,Iringa
17704,Lindi
17708,Iringa
17710,Arusha
17711,Kigoma
17715,Pwani
17718,Morogoro
17719,Mtwara
17722,Kilimanjaro
17723,Iringa
17724,Pwani
17726,Morogoro
17732,Tanga
17734,Morogoro
17737,Dar es Salaam
17739,Pwani
17744,Kigoma
17747,Mtwara
17748,Lindi
17750,Lindi
17751,Ruvuma
17752,Pwani
17753,Morogoro
17756,Lindi
17759,Kilimanjaro
17763,Morogoro
17764,Arusha
17765,Iringa
17768,Kigoma
17771,Iringa
17774,Kilimanjaro
17776,Kilimanjaro
17778,Iringa
17779,Morogoro
17782,Ruvuma
17783,Ruvuma
17785,Manyara
17786,Rukwa
17788,Mara
17789,Lindi
17791,Kigoma
17793,Singida
17794,Pwani
17795,Tanga
17796,Morogoro
17802,Singida
17806,Iringa
17808,Kilimanjaro
17811,Rukwa
17813,Morogoro
17814,Kilimanjaro
17815,Iringa
17816,Pwani
17820,Pwani
17822,Manyara
17823,Manyara
17825,Iringa
17828,Kilimanjaro
17832,Kilimanjaro
17834,Iringa
17835,Lindi
17838,Manyara
17841,Iringa
17843,Iringa
17844,Iringa
17845,Iringa
17847,Tanga
17849,Kilimanjaro
17850,Lindi
17851,Iringa
17853,Iringa
17855,Kilimanjaro
17858,Iringa
17860,Ruvuma
17862,Dar es Salaam
17866,Tanga
17868,Morogoro
17872,Singida
17873,Rukwa
17876,Mtwara
17877,Arusha
17881,Pwani
17884,Iringa
17886,Pwani
17888,Singida
17889,Kilimanjaro
17890,Morogoro
17894,Pwani
17895,Pwani
17897,Iringa
17898,Tanga
17899,Arusha
17902,Ruvuma
17907,Iringa
17908,Arusha
17909,Iringa
17913,Pwani
17914,Kigoma
17917,Pwani
17918,Iringa
17921,Tanga
17924,Morogoro
17925,Dar es Salaam
17929,Tanga
17930,Iringa
17931,Iringa
17932,Arusha
17933,Kilimanjaro
17936,Singida
17937,Mara
17939,Kilimanjaro
17942,Tanga
17943,Kilimanjaro
17945,Manyara
17947,Lindi
17952,Kilimanjaro
17956,Pwani
17959,Morogoro
17960,Morogoro
17961,Iringa
17963,Kigoma
17964,Morogoro
17965,Ruvuma
17968,Kilimanjaro
17969,Mtwara
17970,Kilimanjaro
17972,Morogoro
17974,Iringa
17976,Arusha
17977,Iringa
17983,Mtwara
17984,Singida
17985,Singida
17986,Arusha
17987,Iringa
17988,Kilimanjaro
17989,Ruvuma
17990,Iringa
17991,Iringa
17992,Tanga
17993,Iringa
17996,Tanga
17997,Kilimanjaro
17998,Iringa
18001,Kigoma
18003,Morogoro
18004,Iringa
18006,Pwani
18007,Kilimanjaro
18009,Tanga
18010,Mtwara
18012,Manyara
18013,Manyara
18015,Manyara
18017,Morogoro
18020,Pwani
18022,Lindi
18025,Morogoro
18026,Morogoro
18027,Pwani
18029,Pwani
18031,Mwanza
18032,Arusha
18033,Pwani
18034,Kilimanjaro
18035,Morogoro
18036,Iringa
18037,Mtwara
18038,Manyara
18042,Iringa
18044,Iringa
18045,Morogoro
18046,Mtwara
18048,Kigoma
18050,Morogoro
18052,Arusha
18053,Manyara
18054,Tanga
18055,Kilimanjaro
18056,Mtwara
18062,Morogoro
18063,Iringa
18065,Arusha
18067,Singida
