,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,pop_categ
1183,819,Kilimanjaro,60,TRUE,TRUE,13,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional needs repair,Second
1184,1741,Rukwa,250,TRUE,TRUE,23,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Third
1185,525,Ruvuma,1,TRUE,FALSE,13,swn 80,vwc,annually,good,enough,borehole,hand pump,functional,First
1186,1486,Kilimanjaro,1,TRUE,TRUE,2,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
1187,1425,Kilimanjaro,90,TRUE,TRUE,2,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
1188,1154,Kilimanjaro,80,TRUE,FALSE,11,gravity,water board,never pay,good,insufficient,river/lake,communal standpipe,non functional,Second
1189,2134,Iringa,50,TRUE,FALSE,8,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
1190,1195,Kilimanjaro,20,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,First
1191,1221,Singida,500,FALSE,FALSE,38,mono,vwc,never pay,salty,insufficient,borehole,communal standpipe,non functional,Fourth
1192,997,Ruvuma,0,TRUE,TRUE,10,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional,First
1193,341,Morogoro,260,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
1194,1390,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
1195,1498,Singida,445,TRUE,TRUE,18,gravity,vwc,on failure,good,enough,shallow well,hand pump,functional,Fourth
1196,706,Manyara,200,TRUE,TRUE,36,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,Third
1197,86,Pwani,2000,TRUE,FALSE,7,india mark ii,vwc,per bucket,good,enough,shallow well,hand pump,functional,Fourth
1198,62,Mtwara,200,TRUE,TRUE,9,submersible,vwc,monthly,good,enough,borehole,communal standpipe,functional needs repair,Third
1199,1188,Mara,250,FALSE,TRUE,35,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Third
1200,729,Kilimanjaro,634,TRUE,FALSE,40,submersible,private operator,never pay,good,insufficient,spring,communal standpipe,non functional,Fourth
1201,1160,Mwanza,500,TRUE,TRUE,6,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional,Fourth
1202,1285,Kigoma,954,TRUE,FALSE,28,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
1203,920,Iringa,1,TRUE,TRUE,12,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
1204,1523,Arusha,150,TRUE,TRUE,11,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional,Third
1205,1489,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
1206,2361,Iringa,0,TRUE,FALSE,11,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
1207,1201,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional,First
1208,1082,Arusha,150,TRUE,TRUE,13,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional,Third
1209,769,Ruvuma,1,FALSE,FALSE,21,swn 80,vwc,never pay,good,insufficient,borehole,hand pump,non functional,First
1210,884,Kilimanjaro,17,TRUE,TRUE,5,gravity,water authority,per bucket,good,insufficient,spring,communal standpipe,non functional,First
1211,2160,Iringa,1,TRUE,FALSE,14,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
1212,2143,Iringa,35,TRUE,FALSE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
1213,1269,Kilimanjaro,1,TRUE,TRUE,10,gravity,wua,monthly,good,insufficient,spring,communal standpipe,functional needs repair,First
1214,563,Tanga,2500,TRUE,TRUE,26,afridev,vwc,never pay,salty,enough,shallow well,hand pump,functional,Fourth
1215,907,Ruvuma,126,TRUE,TRUE,11,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
1216,1756,Rukwa,230,TRUE,TRUE,41,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair,Third
1217,1183,Kigoma,370,TRUE,FALSE,3,india mark ii,water board,monthly,good,enough,borehole,hand pump,non functional,Fourth
1218,498,Kilimanjaro,250,TRUE,TRUE,46,gravity,vwc,annually,good,enough,river/lake,communal standpipe,non functional,Third
1219,1434,Singida,465,TRUE,TRUE,8,india mark ii,vwc,annually,good,enough,borehole,hand pump,functional,Fourth
1220,1444,Kilimanjaro,35,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
1221,213,Morogoro,300,TRUE,TRUE,3,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Third
1222,524,Morogoro,360,TRUE,TRUE,38,gravity,company,never pay,good,insufficient,river/lake,communal standpipe,non functional,Fourth
1223,2098,Arusha,120,TRUE,TRUE,2,gravity,vwc,on failure,good,insufficient,river/lake,communal standpipe,functional,Second
1224,392,Morogoro,120,TRUE,TRUE,17,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional,Second
1225,2334,Iringa,0,TRUE,FALSE,35,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
1226,40,Tanga,300,TRUE,FALSE,28,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional,Third
1227,1596,Iringa,75,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
1228,1547,Singida,258,TRUE,TRUE,14,afridev,vwc,never pay,good,enough,borehole,hand pump,functional,Third
1229,1182,Kilimanjaro,400,TRUE,TRUE,2,gravity,parastatal,never pay,good,enough,spring,communal standpipe,functional,Fourth
1230,1683,Arusha,150,TRUE,TRUE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
1231,1658,Singida,83,TRUE,TRUE,10,nira/tanira,wug,never pay,good,enough,shallow well,hand pump,functional,Second
1232,1871,Rukwa,1220,TRUE,TRUE,27,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Fourth
1233,-16,Mtwara,217,TRUE,TRUE,1,submersible,private operator,per bucket,good,seasonal,borehole,communal standpipe,non functional,Third
1234,665,Tanga,70,TRUE,TRUE,7,submersible,vwc,per bucket,good,enough,dam,communal standpipe,non functional,Second
1235,1055,Ruvuma,300,TRUE,TRUE,23,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,Third
1236,1232,Manyara,72,TRUE,TRUE,3,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
1237,1616,Iringa,80,TRUE,FALSE,4,nira/tanira,vwc,on failure,good,enough,borehole,hand pump,functional,Second
1238,477,Morogoro,450,TRUE,TRUE,34,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional,Fourth
1239,1930,Iringa,56,TRUE,FALSE,3,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
1240,1025,Kilimanjaro,30,TRUE,FALSE,13,gravity,water board,never pay,good,insufficient,spring,communal standpipe,functional needs repair,Second
1241,-21,Pwani,25,TRUE,TRUE,6,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
1242,779,Ruvuma,720,TRUE,FALSE,10,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,functional,Fourth
1243,860,Kilimanjaro,125,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
1244,1729,Arusha,150,TRUE,TRUE,23,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,Third
1245,275,Morogoro,100,TRUE,TRUE,11,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Second
1246,1656,Iringa,30,TRUE,TRUE,35,gravity,wua,on failure,good,enough,river/lake,communal standpipe,functional needs repair,Second
1247,1735,Rukwa,1,FALSE,FALSE,27,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,First
1248,334,Morogoro,579,TRUE,TRUE,3,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional,Fourth
1249,1506,Iringa,150,TRUE,TRUE,29,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
1250,1672,Manyara,295,TRUE,TRUE,18,swn 80,vwc,per bucket,good,enough,borehole,hand pump,functional,Third
1251,231,Tanga,250,TRUE,FALSE,6,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,functional,Third
1252,341,Tanga,60,TRUE,FALSE,4,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,Second
1253,216,Tanga,195,TRUE,FALSE,42,gravity,vwc,monthly,salty,insufficient,borehole,communal standpipe,non functional,Third
1254,1212,Kilimanjaro,35,TRUE,TRUE,6,gravity,water board,per bucket,good,enough,river/lake,communal standpipe,functional,Second
1255,473,Ruvuma,1,TRUE,FALSE,13,india mark ii,vwc,monthly,good,insufficient,borehole,hand pump,non functional,First
1256,1960,Manyara,341,TRUE,TRUE,3,india mark ii,parastatal,annually,good,enough,borehole,hand pump,functional,Fourth
1257,75,Tanga,50,TRUE,TRUE,4,swn 80,vwc,per bucket,good,enough,borehole,hand pump,functional,Second
1258,27,Pwani,1,TRUE,TRUE,3,afridev,trust,per bucket,good,enough,shallow well,hand pump,functional,First
1259,2296,Iringa,0,TRUE,FALSE,3,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
1260,405,Lindi,560,TRUE,TRUE,9,nira/tanira,vwc,per bucket,milky,seasonal,shallow well,hand pump,functional,Fourth
1261,1177,Mara,563,TRUE,FALSE,28,submersible,vwc,monthly,good,enough,river/lake,communal standpipe,non functional,Fourth
1262,808,Rukwa,350,TRUE,TRUE,34,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Fourth
1263,323,Morogoro,100,TRUE,TRUE,11,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,Second
1264,1440,Tanga,1,TRUE,TRUE,25,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional,First
1265,1584,Manyara,245,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
1266,2126,Iringa,25,TRUE,FALSE,17,submersible,vwc,monthly,good,enough,spring,communal standpipe,non functional,Second
1267,82,Tanga,100,TRUE,TRUE,5,india mark ii,vwc,never pay,salty,enough,borehole,hand pump,non functional,Second
1268,1963,Iringa,110,TRUE,TRUE,10,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Second
1269,986,Manyara,245,TRUE,TRUE,29,gravity,water board,per bucket,good,insufficient,river/lake,communal standpipe,functional,Third
1270,454,Mtwara,300,TRUE,TRUE,6,mono,vwc,per bucket,salty,seasonal,borehole,communal standpipe,functional needs repair,Third
1271,-27,Tanga,100,TRUE,FALSE,4,gravity,vwc,never pay,good,insufficient,borehole,communal standpipe,functional,Second
1272,339,Morogoro,30,TRUE,TRUE,3,submersible,vwc,never pay,salty,dry,borehole,communal standpipe,non functional,Second
1273,280,Pwani,310,TRUE,TRUE,10,gravity,parastatal,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
1274,2246,Iringa,20,FALSE,TRUE,4,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,First
1275,1509,Iringa,76,TRUE,TRUE,3,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
1276,1769,Tanga,1,TRUE,TRUE,24,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
1277,1925,Manyara,1,TRUE,TRUE,1,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,First
1278,208,Pwani,250,TRUE,FALSE,5,gravity,water board,per bucket,salty,insufficient,dam,communal standpipe,functional,Third
1279,1766,Iringa,1040,TRUE,TRUE,26,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
1280,242,Pwani,1,TRUE,TRUE,9,nira/tanira,vwc,never pay,good,insufficient,rainwater harvesting,hand pump,non functional,First
1281,1746,Iringa,320,TRUE,TRUE,30,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Fourth
1282,360,Morogoro,200,TRUE,TRUE,6,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
1283,1343,Kigoma,450,TRUE,TRUE,3,india mark ii,vwc,monthly,good,enough,borehole,hand pump,non functional,Fourth
1284,730,Ruvuma,250,TRUE,FALSE,15,nira/tanira,wug,on failure,good,insufficient,shallow well,hand pump,functional,Third
1285,133,Pwani,1,TRUE,TRUE,9,mono,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,First
1286,323,Mtwara,45,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
1287,1709,Iringa,120,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
1288,846,Kilimanjaro,1,TRUE,TRUE,10,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
1289,1802,Iringa,75,TRUE,TRUE,4,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,Second
1290,1633,Iringa,107,TRUE,FALSE,21,gravity,vwc,on failure,good,seasonal,spring,communal standpipe,functional,Second
1291,1662,Iringa,50,TRUE,FALSE,12,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Second
1292,70,Pwani,200,TRUE,FALSE,4,india mark ii,vwc,never pay,salty,enough,borehole,hand pump,functional,Third
1293,66,Tanga,120,TRUE,TRUE,2,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
1294,1835,Rukwa,500,TRUE,TRUE,22,india mark ii,vwc,monthly,good,dry,borehole,hand pump,non functional,Fourth
1295,1645,Iringa,40,TRUE,FALSE,6,rope pump,vwc,on failure,good,enough,borehole,hand pump,non functional,Second
1296,278,Morogoro,150,TRUE,TRUE,6,india mark ii,vwc,monthly,good,enough,shallow well,hand pump,functional,Third
1297,1145,Singida,250,TRUE,FALSE,19,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Third
1298,209,Mtwara,1,TRUE,TRUE,31,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,First
1299,1624,Iringa,120,TRUE,FALSE,3,rope pump,vwc,on failure,good,insufficient,borehole,hand pump,non functional,Second
1300,1544,Kilimanjaro,36,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
1301,1687,Rukwa,200,TRUE,TRUE,41,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Third
1302,61,Lindi,360,TRUE,TRUE,9,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
1303,82,Lindi,1,FALSE,FALSE,3,india mark ii,vwc,per bucket,salty,insufficient,borehole,hand pump,functional,First
1304,1217,Iringa,550,TRUE,TRUE,26,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Fourth
1305,1025,Ruvuma,250,TRUE,FALSE,28,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Third
1306,1352,Iringa,1,TRUE,TRUE,19,gravity,vwc,annually,good,dry,spring,communal standpipe,non functional,First
1307,11,Pwani,30,TRUE,TRUE,5,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
1308,1867,Arusha,86,TRUE,TRUE,38,gravity,water board,never pay,good,insufficient,spring,communal standpipe,functional,Second
1309,313,Morogoro,1,TRUE,TRUE,18,gravity,wug,never pay,good,dry,river/lake,communal standpipe,non functional,First
1310,2143,Iringa,125,TRUE,TRUE,13,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
1311,668,Manyara,50,TRUE,TRUE,4,submersible,vwc,never pay,salty,enough,borehole,communal standpipe,non functional,Second
1312,1055,Kilimanjaro,5,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,First
1313,219,Mtwara,400,TRUE,TRUE,31,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,Fourth
1314,190,Tanga,2500,TRUE,FALSE,5,afridev,vwc,per bucket,salty,insufficient,shallow well,hand pump,functional,Fourth
1315,321,Morogoro,10,TRUE,TRUE,41,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,First
1316,1756,Iringa,45,TRUE,TRUE,4,rope pump,wua,on failure,good,dry,borehole,hand pump,non functional,Second
1317,1013,Ruvuma,1000,TRUE,TRUE,2,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
1318,1141,Mara,632,FALSE,TRUE,35,gravity,parastatal,per bucket,good,enough,river/lake,communal standpipe,non functional,Fourth
1319,1008,Manyara,240,TRUE,TRUE,14,nira/tanira,wug,monthly,good,enough,shallow well,hand pump,functional,Third
1320,1017,Ruvuma,400,TRUE,TRUE,29,gravity,vwc,on failure,good,dry,spring,communal standpipe,non functional,Fourth
1321,1681,Mara,400,TRUE,TRUE,6,submersible,vwc,per bucket,good,enough,dam,communal standpipe,functional,Fourth
1322,266,Mtwara,30,TRUE,TRUE,32,nira/tanira,vwc,never pay,salty,dry,shallow well,hand pump,non functional,Second
1323,-6,Pwani,50,TRUE,TRUE,28,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Second
1324,1645,Iringa,15,TRUE,TRUE,4,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,First
1325,-33,Lindi,340,TRUE,TRUE,7,india mark ii,vwc,never pay,good,enough,borehole,hand pump,non functional,Fourth
1326,1614,Arusha,400,TRUE,TRUE,11,gravity,vwc,per bucket,good,insufficient,river/lake,communal standpipe,functional,Fourth
1327,1555,Iringa,1,TRUE,TRUE,28,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
1328,1483,Singida,1,TRUE,TRUE,4,india mark ii,wug,never pay,good,dry,borehole,hand pump,non functional,First
1329,1817,Iringa,0,TRUE,FALSE,10,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
1330,520,Kilimanjaro,90,TRUE,TRUE,11,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
1331,747,Morogoro,150,TRUE,TRUE,3,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
1332,750,Kilimanjaro,120,TRUE,TRUE,46,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,non functional,Second
1333,683,Tanga,150,TRUE,FALSE,7,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Third
1334,2001,Iringa,20,TRUE,FALSE,5,rope pump,vwc,never pay,good,enough,shallow well,hand pump,non functional,First
1335,1069,Kilimanjaro,1,TRUE,TRUE,20,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
1336,1211,Kilimanjaro,413,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Fourth
1337,988,Ruvuma,425,TRUE,TRUE,35,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
1338,-32,Pwani,1,TRUE,TRUE,10,nira/tanira,vwc,per bucket,salty,enough,shallow well,hand pump,functional,First
1339,911,Iringa,1,TRUE,TRUE,12,gravity,vwc,annually,good,dry,spring,communal standpipe,non functional,First
