,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
1571,1825,Iringa,600,TRUE,TRUE,4,india mark ii,vwc,never pay,good,enough,borehole,hand pump,functional
1572,1675,Kilimanjaro,20,TRUE,FALSE,9,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional
1573,1733,Kilimanjaro,1,TRUE,TRUE,38,gravity,company,monthly,good,enough,spring,communal standpipe,non functional
1574,1388,Iringa,75,TRUE,TRUE,26,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional
1575,1305,Kigoma,500,TRUE,FALSE,20,gravity,vwc,annually,good,insufficient,river/lake,communal standpipe,non functional
1576,1690,Iringa,40,TRUE,FALSE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
1577,351,Tanga,700,TRUE,FALSE,4,afridev,vwc,never pay,good,dry,shallow well,hand pump,non functional
1578,1349,Manyara,120,TRUE,TRUE,3,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
1579,382,Morogoro,20,TRUE,TRUE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
1580,0,Tanga,206,TRUE,TRUE,8,nira/tanira,vwc,per bucket,good,insufficient,shallow well,hand pump,functional
1581,1050,Kilimanjaro,1,TRUE,TRUE,10,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,non functional
1582,683,Kilimanjaro,390,TRUE,FALSE,19,mono,wug,never pay,good,insufficient,borehole,communal standpipe,non functional
1583,985,Ruvuma,475,TRUE,TRUE,10,india mark ii,vwc,monthly,good,enough,shallow well,hand pump,functional
1584,798,Ruvuma,480,TRUE,FALSE,5,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,functional
1585,1234,Kigoma,350,TRUE,TRUE,14,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional
1586,704,Mtwara,200,TRUE,FALSE,1,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,non functional
1587,201,Pwani,1,TRUE,TRUE,19,afridev,vwc,never pay,good,enough,shallow well,hand pump,non functional
1588,1459,Arusha,500,TRUE,TRUE,19,gravity,vwc,per bucket,good,seasonal,river/lake,communal standpipe,functional
1589,1057,Kigoma,350,TRUE,TRUE,27,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,functional
1590,342,Morogoro,20,TRUE,TRUE,8,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
1591,386,Mtwara,346,TRUE,FALSE,25,submersible,vwc,monthly,good,enough,borehole,communal standpipe,non functional
1592,1325,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
1593,16,Dar es Salaam,150,TRUE,FALSE,3,submersible,wug,per bucket,good,enough,borehole,communal standpipe,functional
1594,-6,Pwani,40,FALSE,TRUE,2,mono,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
1595,1446,Kigoma,580,TRUE,TRUE,23,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
1596,146,Tanga,120,TRUE,FALSE,14,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,functional
1597,1434,Mara,280,TRUE,TRUE,1,afridev,wug,monthly,salty,insufficient,borehole,hand pump,non functional
1598,1535,Iringa,30,TRUE,TRUE,12,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
1599,960,Kilimanjaro,1,TRUE,TRUE,2,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
1600,1249,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,enough,spring,improved spring,functional
1601,1328,Kilimanjaro,500,TRUE,TRUE,11,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
1602,254,Pwani,20,TRUE,TRUE,4,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional
1603,1030,Ruvuma,0,TRUE,TRUE,11,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
1604,46,Pwani,300,TRUE,FALSE,4,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
1605,721,Iringa,1,TRUE,TRUE,13,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
1606,1475,Tanga,1,TRUE,TRUE,25,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional
1607,1995,Iringa,100,TRUE,TRUE,5,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
1608,859,Ruvuma,150,TRUE,TRUE,30,gravity,vwc,on failure,good,seasonal,river/lake,communal standpipe,functional
1609,-17,Pwani,40,TRUE,TRUE,3,submersible,private operator,per bucket,good,insufficient,river/lake,communal standpipe,functional
1610,1351,Singida,500,TRUE,FALSE,35,mono,vwc,per bucket,salty,enough,borehole,communal standpipe,non functional
1611,1225,Mara,350,TRUE,FALSE,41,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
1612,1246,Kilimanjaro,70,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
1613,1137,Rukwa,120,FALSE,TRUE,41,gravity,water authority,never pay,good,enough,spring,communal standpipe,non functional
1614,2092,Manyara,160,TRUE,TRUE,15,gravity,water board,per bucket,good,insufficient,spring,communal standpipe,functional
1615,1020,Manyara,195,TRUE,TRUE,31,gravity,water board,per bucket,good,insufficient,river/lake,communal standpipe,functional
1616,1234,Manyara,1,TRUE,FALSE,9,nira/tanira,vwc,never pay,salty,insufficient,borehole,hand pump,functional
1617,828,Rukwa,400,TRUE,TRUE,41,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair
1618,1536,Kilimanjaro,1,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,non functional
1619,412,Morogoro,300,TRUE,TRUE,35,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,functional
1620,336,Morogoro,186,TRUE,TRUE,7,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional
1621,503,Morogoro,164,TRUE,TRUE,9,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
1622,1363,Kigoma,590,TRUE,TRUE,7,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair
1623,1727,Iringa,560,FALSE,TRUE,23,swn 80,vwc,never pay,good,enough,borehole,hand pump,functional
1624,1317,Iringa,265,TRUE,TRUE,4,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional
1625,1810,Arusha,779,TRUE,TRUE,35,gravity,parastatal,on failure,good,insufficient,river/lake,communal standpipe,functional
1626,2104,Iringa,0,TRUE,FALSE,23,gravity,wua,monthly,good,enough,spring,communal standpipe,non functional
1627,323,Tanga,350,TRUE,TRUE,35,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional needs repair
1628,1564,Kigoma,350,TRUE,TRUE,4,gravity,water board,monthly,good,enough,river/lake,communal standpipe,non functional
1629,657,Lindi,3127,FALSE,FALSE,30,submersible,wua,per bucket,good,insufficient,river/lake,hand pump,functional
1630,1627,Iringa,98,TRUE,TRUE,20,gravity,wua,annually,good,enough,river/lake,communal standpipe,functional
1631,494,Ruvuma,69,TRUE,TRUE,21,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
1632,-20,Tanga,3000,FALSE,FALSE,50,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,non functional
1633,-25,Pwani,80,TRUE,TRUE,18,submersible,vwc,monthly,good,enough,river/lake,communal standpipe,non functional
1634,1435,Kilimanjaro,35,TRUE,TRUE,11,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
1635,1557,Iringa,400,TRUE,TRUE,12,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
1636,1356,Kilimanjaro,20,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
1637,1608,Iringa,45,TRUE,TRUE,29,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional
1638,60,Dar es Salaam,250,TRUE,FALSE,13,submersible,parastatal,never pay,salty,enough,borehole,communal standpipe,non functional
1639,435,Morogoro,200,TRUE,TRUE,16,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
1640,299,Morogoro,260,TRUE,TRUE,4,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional
1641,473,Ruvuma,38,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
1642,205,Mtwara,300,TRUE,TRUE,33,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional
1643,1490,Kigoma,542,TRUE,TRUE,16,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional needs repair
1644,1241,Mara,600,TRUE,FALSE,33,submersible,vwc,per bucket,salty,enough,borehole,communal standpipe,non functional
1645,1246,Mara,3500,TRUE,FALSE,13,afridev,vwc,monthly,salty,enough,shallow well,hand pump,functional
1646,306,Morogoro,350,TRUE,TRUE,18,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional
1647,218,Morogoro,700,TRUE,TRUE,10,afridev,vwc,on failure,good,insufficient,shallow well,hand pump,functional
1648,1289,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
1649,1187,Mara,1,FALSE,TRUE,2,gravity,vwc,monthly,good,enough,borehole,communal standpipe,functional
1650,527,Ruvuma,1,TRUE,FALSE,14,swn 80,vwc,annually,good,enough,borehole,hand pump,non functional
1651,1328,Iringa,35,TRUE,FALSE,33,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
1652,1667,Iringa,40,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
1653,1751,Iringa,80,TRUE,FALSE,12,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
1654,1380,Kilimanjaro,30,TRUE,FALSE,6,gravity,wua,monthly,good,insufficient,spring,communal standpipe,functional
1655,1728,Mara,300,TRUE,TRUE,6,submersible,vwc,per bucket,good,enough,dam,communal standpipe,functional
1656,1279,Kigoma,800,TRUE,TRUE,4,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional
1657,622,Arusha,181,TRUE,TRUE,8,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
1658,301,Mtwara,83,TRUE,TRUE,6,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
1659,1060,Kigoma,620,TRUE,TRUE,13,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional
1660,1060,Kilimanjaro,1,TRUE,TRUE,10,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
1661,437,Morogoro,100,TRUE,TRUE,16,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,functional needs repair
1662,1237,Mara,750,TRUE,TRUE,2,gravity,vwc,never pay,good,enough,dam,communal standpipe,functional
1663,1331,Kigoma,430,TRUE,FALSE,20,gravity,vwc,annually,good,insufficient,river/lake,communal standpipe,non functional
1664,-38,Lindi,300,TRUE,TRUE,38,submersible,vwc,never pay,salty,enough,spring,communal standpipe,non functional
1665,1329,Manyara,200,TRUE,TRUE,1,submersible,water authority,per bucket,good,enough,borehole,communal standpipe,functional
1666,1538,Iringa,52,TRUE,TRUE,3,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional needs repair
1667,529,Morogoro,80,TRUE,TRUE,43,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
1668,1713,Kilimanjaro,1,TRUE,TRUE,2,gravity,company,monthly,good,enough,spring,communal standpipe,functional
1669,16,Pwani,50,TRUE,TRUE,13,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
1670,2170,Arusha,360,TRUE,TRUE,17,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional
1671,1489,Arusha,150,TRUE,TRUE,8,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional
1672,1302,Kilimanjaro,1,TRUE,TRUE,0,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
1673,468,Mtwara,850,TRUE,TRUE,41,submersible,water board,per bucket,good,enough,spring,communal standpipe,functional
1674,834,Kilimanjaro,17,TRUE,TRUE,5,gravity,water authority,per bucket,good,insufficient,spring,communal standpipe,functional
1675,1375,Shinyanga,500,TRUE,FALSE,6,nira/tanira,wug,never pay,good,enough,shallow well,hand pump,functional
1676,1464,Singida,1,TRUE,TRUE,2,india mark ii,wug,never pay,salty,enough,borehole,hand pump,functional
1677,1204,Kilimanjaro,80,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
1678,1673,Tanga,1,TRUE,TRUE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
1679,1042,Ruvuma,90,TRUE,TRUE,4,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
1680,8,Pwani,1,TRUE,TRUE,39,mono,vwc,never pay,good,dry,borehole,communal standpipe,non functional
1681,681,Mtwara,480,TRUE,FALSE,5,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional
1682,311,Morogoro,200,TRUE,TRUE,17,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional
1683,184,Tanga,1,TRUE,FALSE,3,afridev,vwc,never pay,good,seasonal,shallow well,hand pump,functional
1684,2,Pwani,1,FALSE,FALSE,2,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
1685,164,Pwani,1,FALSE,TRUE,4,nira/tanira,private operator,per bucket,good,insufficient,shallow well,hand pump,functional
1686,1569,Kilimanjaro,100,TRUE,TRUE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
1687,1270,Rukwa,68,TRUE,TRUE,33,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair
1688,-39,Mtwara,390,TRUE,FALSE,25,nira/tanira,vwc,never pay,colored,insufficient,shallow well,hand pump,non functional
1689,1919,Rukwa,890,TRUE,TRUE,31,india mark ii,vwc,annually,good,enough,borehole,hand pump,functional
1690,17,Pwani,1,TRUE,TRUE,3,mono,vwc,per bucket,good,insufficient,borehole,communal standpipe,functional
1691,17,Pwani,1,TRUE,TRUE,19,mono,vwc,never pay,good,enough,river/lake,hand pump,non functional
1692,54,Tanga,150,TRUE,FALSE,5,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
1693,1691,Iringa,769,TRUE,TRUE,9,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
1694,800,Kilimanjaro,1700,TRUE,TRUE,4,gravity,wua,per bucket,good,insufficient,spring,communal standpipe,functional
1695,229,Tanga,300,TRUE,FALSE,9,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,functional
1696,2223,Iringa,50,TRUE,TRUE,5,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
1697,848,Singida,320,TRUE,FALSE,35,mono,vwc,never pay,good,enough,borehole,communal standpipe,non functional
1698,1549,Singida,458,TRUE,TRUE,24,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional
1699,766,Ruvuma,250,TRUE,FALSE,11,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,functional
1700,857,Kigoma,260,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
1701,299,Morogoro,250,TRUE,TRUE,34,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
1702,293,Pwani,40,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional
1703,984,Iringa,1,TRUE,TRUE,21,gravity,wua,annually,good,dry,spring,communal standpipe,non functional
1704,1577,Singida,63,TRUE,TRUE,10,nira/tanira,wug,never pay,good,insufficient,shallow well,hand pump,functional
1705,132,Mtwara,700,TRUE,TRUE,7,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
1706,1483,Iringa,35,TRUE,FALSE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
1707,697,Ruvuma,0,TRUE,TRUE,24,india mark ii,vwc,on failure,good,seasonal,shallow well,hand pump,functional
1708,1934,Iringa,0,TRUE,FALSE,29,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
1709,-6,Pwani,1,FALSE,TRUE,39,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional
1710,183,Tanga,230,TRUE,FALSE,14,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,functional
1711,375,Mtwara,120,TRUE,TRUE,5,india mark ii,vwc,per bucket,good,enough,borehole,hand pump,non functional
1712,244,Pwani,25,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional
1713,1662,Iringa,30,TRUE,FALSE,21,gravity,vwc,on failure,good,dry,spring,communal standpipe,non functional
1714,1059,Arusha,500,TRUE,TRUE,5,gravity,water board,per bucket,good,insufficient,river/lake,communal standpipe,functional
1715,-22,Tanga,56,TRUE,FALSE,28,gravity,vwc,never pay,good,insufficient,borehole,communal standpipe,functional
1716,1034,Kigoma,170,TRUE,TRUE,10,gravity,wug,monthly,good,enough,spring,communal standpipe,functional
1717,6,Pwani,200,TRUE,FALSE,6,nira/tanira,parastatal,never pay,good,enough,rainwater harvesting,hand pump,functional
1718,980,Arusha,200,TRUE,TRUE,43,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional
1719,986,Ruvuma,0,TRUE,TRUE,20,india mark ii,vwc,on failure,good,dry,shallow well,hand pump,non functional
1720,337,Morogoro,220,TRUE,TRUE,7,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional
1721,-1,Lindi,235,TRUE,FALSE,7,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional
1722,288,Tanga,45,TRUE,TRUE,35,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional
1723,712,Kilimanjaro,60,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
1724,1168,Rukwa,70,TRUE,TRUE,25,india mark ii,vwc,annually,good,insufficient,borehole,hand pump,functional
1725,469,Tanga,800,FALSE,TRUE,22,submersible,vwc,per bucket,good,insufficient,river/lake,communal standpipe,non functional
1726,1760,Manyara,150,TRUE,TRUE,3,nira/tanira,vwc,on failure,good,insufficient,shallow well,hand pump,functional
1727,1114,Rukwa,100,TRUE,TRUE,2,nira/tanira,vwc,annually,salty,enough,borehole,hand pump,functional
1728,1742,Rukwa,420,TRUE,TRUE,23,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
1729,161,Morogoro,160,TRUE,TRUE,12,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
1730,896,Ruvuma,0,TRUE,TRUE,30,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional
1731,1014,Morogoro,130,TRUE,TRUE,16,swn 80,vwc,on failure,salty,enough,shallow well,hand pump,non functional
1732,1429,Iringa,180,TRUE,TRUE,33,gravity,vwc,annually,good,enough,river/lake,communal standpipe,non functional
1733,1605,Iringa,50,TRUE,TRUE,5,gravity,wua,on failure,good,enough,river/lake,communal standpipe,functional
1734,640,Kilimanjaro,140,TRUE,TRUE,3,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair
1735,612,Lindi,1,TRUE,FALSE,30,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional
1736,1605,Rukwa,450,TRUE,FALSE,29,india mark ii,vwc,annually,salty,enough,borehole,hand pump,functional
